NAME,,,,CODE,,,Digit Match Level,,,,Count
DOBUTAMINE HCL,,,,,9648700663,,10 digit,,,,"1,868"
DOBUTAMINE HCL,,,,,3800001010,,10 digit,,,,"1,869"
DOBUTAMINE IN D5W,,,,,3800001011,,10 digit,,,,"1,870"
DOCETAXEL,,,,,2150000500,,10 digit,,,,"1,871"
DOCOSAHEXAENOIC ACID,,,,8050002900,,10 digit,,,,"1,872",
DOCOSAHEXAENOIC ACID-EPA,,,,8050990222,,10 digit,,,,"1,873",
DOCOSANOL,,,,9648701010,,10 digit,,,,"1,874",
DOCOSANOL,,,,9035002200,,10 digit,,,,"1,875",
DOCUSATE CALCIUM,,,,4650001010,,10 digit,,,,"1,876",
DOCUSATE SODIUM,,,,4650001030,,10 digit,,,,"1,877",
DODECYLBENZENE SOD SULFONATE,,,,9648701210,,10 digit,,,,"1,878",
DODECYLBENZYLTRIMONIUM CL,,,,9648701215,,10 digit,,,,"1,879",
DOFETILIDE,,,,3540002500,,10 digit,,,,"1,880",
DOLASETRON MESYLATE,,,,5025002520,,10 digit,,,,"1,881",
DOLOMITE,,,,7910990205,,10 digit,,,,"1,882",
DONEPEZIL HCL,,,,6205102510,,10 digit,,,,"1,883",
DONG QUAI (ANGELICA SINENSIS),,,,9512454200,,10 digit,,,,"1,884",
DONG QUAI-SOY GERM,,,,9599021257,,10 digit,,,,"1,885",
DOPAMINE HCL,,,,9648704820,,10 digit,,,,"1,886",
DOPAMINE HCL,,,,3800002010,,10 digit,,,,"1,887",
DOPAMINE IN D5W,,,,3800002011,,10 digit,,,,"1,888",
DORIPENEM,,,,1615002000,,10 digit,,,,"1,889",
DORNASE ALFA,,,,4530402000,,10 digit,,,,"1,890",
DORZOLAMIDE HCL,,,,8680234010,,10 digit,,,,"1,891",
DORZOLAMIDE HCL-TIMOLOL MAL,,,,8625990220,,10 digit,,,,"1,892",
DOUCHE PRODUCTS,,,,5520000000,,10 digit,,,,"1,893",
DOXAPRAM HCL,,,,6130002010,,10 digit,,,,"1,894",
DOXAPRAM HCL MONOHYDRATE,,,,9648707230,,10 digit,,,,"1,895",
DOXAZOSIN MESYLATE,,,,5685202520,,10 digit,,,,"1,896",
DOXAZOSIN MESYLATE,,,,3620200510,,10 digit,,,,"1,897",
DOXEPIN HCL,,,,5820004010,,10 digit,,,,"1,898",
DOXEPIN HCL,,,,6040003010,,10 digit,,,,"1,899",
DOXEPIN HCL (ANTIPRURITIC),,,,9022001510,,10 digit,,,,"1,900",
DOXERCALCIFEROL,,,,3090504000,,10 digit,,,,"1,901",
DOXORUBICIN HCL,,,,2120004010,,10 digit,,,,"1,902",
DOXORUBICIN HCL LIPOSOMAL,,,,2120004040,,10 digit,,,,"1,903",
DOXYCYCLINE (ROSACEA),,,,9006002500,,10 digit,,,,"1,904",
DOXYCYCLINE CALCIUM,,,,400002020,,10 digit,,,,"1,905",
DOXYCYCLINE HYCLATE,,,,400002010,,10 digit,,,,"1,906",
DOXYCYCLINE HYCLATE,,,,8845204010,,10 digit,,,,"1,907",
DOXYCYCLINE HYCLATE-CLEANSER,,,,400002055,,10 digit,,,,"1,908",
DOXYCYCLINE MONOHYD-CLEANSER,,,,400002070,,10 digit,,,,"1,909",
DOXYCYCLINE MONOHYD-OMEGA 3-E,,,,400002075,,10 digit,,,,"1,910",
DOXYCYCLINE MONOHYDRATE,,,,400002000,,10 digit,,,,"1,911",
DOXYCYCLINE-EYELID CLEANS-SPR,,,,400002065,,10 digit,,,,"1,912",
DOXYCYCLINE-EYELID CLEANSERS,,,,400002060,,10 digit,,,,"1,913",
DOXYCYCLINE-SUNCREEN-SAL ACID,,,,499000315,,10 digit,,,,"1,914",
DOXYLAMINE SUCCINATE,,,,4120004010,,10 digit,,,,"1,915",
DOXYLAMINE SUCCINATE (SLEEP),,,,6030001010,,10 digit,,,,"1,916",
DOXYLAMINE SUCCINATE TANNATE,,,,4120004020,,10 digit,,,,"1,917",
DOXYLAMINE-DM,,,,4399570220,,10 digit,,,,"1,918",
DOXYLAMINE-PHENYLEPHRINE-APAP,,,,4399400384,,10 digit,,,,"1,919",
DOXYLAMINE-PSE-APAP,,,,4399400385,,10 digit,,,,"1,920",
DOXYLAMINE-PSEUDOEPHEDRINE,,,,4399300292,,10 digit,,,,"1,921",
DPH-LIDO-ALHYDR-MGHYDR-SIMETH,,,,8835990540,,10 digit,,,,"1,922",
DRONABINOL,,,,5030003000,,10 digit,,,,"1,923",
DRONEDARONE HCL,,,,3540002810,,10 digit,,,,"1,924",
DROPERIDOL,,,,5720003000,,10 digit,,,,"1,925",
DROSPIREN-ETH ESTRAD-LEVOMEFOL,,,,2599000320,,10 digit,,,,"1,926",
DROSPIRENONE-ESTRADIOL,,,,2499300240,,10 digit,,,,"1,927",
DROSPIRENONE-ETHINYL ESTRADIOL,,,,2599000215,,10 digit,,,,"1,928",
DROTRECOGIN ALFA (ACTIVATED),,,,1660403010,,10 digit,,,,"1,929",
DTAP-HEPATITIS B RECOMB-IPV,,,,1899000550,,10 digit,,,,"1,930",
DTAP-IPV VACCINE,,,,1899000435,,10 digit,,,,"1,931",
NAME,,,,,CODE,,Digit Match Level,,,,Count
DTAP-IPV-HIB VACCINE,,,,,1899000530,,10 digit,,,,"1,932"
DULOXETINE HCL,,,,,5818002510,,10 digit,,,,"1,933"
DULSE FLAKES,,,,,9648823730,,10 digit,,,,"1,934"
DURAPATITE (HYDROXYAPATITE),,,,,9648825403,,10 digit,,,,"1,935"
DUTASTERIDE,,,,,5685102000,,10 digit,,,,"1,936"
DUTASTERIDE-TAMSULOSIN HCL,,,,,5685990225,,10 digit,,,,"1,937"
DYCLON HCL-BENZETH-SD ALC 40,,,,,9085990365,,10 digit,,,,"1,938"
DYCLONINE HCL,,,,,8820001210,,10 digit,,,,"1,939"
DYCLONINE HCL,,,,,9648880936,,10 digit,,,,"1,940"
DYCLONINE HCL-ALLANTOIN,,,,,8835990220,,10 digit,,,,"1,941"
DYCLONINE HCL-BENZETHONIUM CL,,,,,9085990272,,10 digit,,,,"1,942"
DYCLONINE-GLYCERIN,,,,,8835990227,,10 digit,,,,"1,943"
DYCLONINE-MENTHOL,,,,,8820990225,,10 digit,,,,"1,944"
DYE FDC BLUE 1,,,,,9830003000,,10 digit,,,,"1,945"
DYE FDC BLUE 1 ALUMINUM LAKE,,,,,9830003010,,10 digit,,,,"1,946"
DYE FDC GREEN 3,,,,,9830003503,,10 digit,,,,"1,947"
DYE FDC RED 2 (AMARANTH),,,,,9830006000,,10 digit,,,,"1,948"
DYE FDC RED 3 (ERYTHROSINE),,,,,9830006003,,10 digit,,,,"1,949"
DYE FDC RED 40 (ALLURA RED),,,,,9830006040,,10 digit,,,,"1,950"
DYE FDC YELLOW 6,,,,,9830006506,,10 digit,,,,"1,951"
DYPHYLLINE,,,,,9648884824,,10 digit,,,,"1,952"
DYPHYLLINE,,,,,4430002000,,10 digit,,,,"1,953"
DYPHYLLINE-GUAIFENESIN,,,,,4499100220,,10 digit,,,,"1,954"
ECALLANTIDE,,,,,8584003000,,10 digit,,,,"1,955"
ECHIN-GLDNSEAL-GNSNG-RSHP-ZN-C,,,,,9599061530,,10 digit,,,,"1,956"
ECHINACEA,,,,,9515092400,,10 digit,,,,"1,957"
ECHINACEA ANGUSTIFOLIA,,,,,9650462427,,10 digit,,,,"1,958"
ECHINACEA PURPUREA ROOT,,,,,9650462430,,10 digit,,,,"1,959"
ECHINACEA-BIOFLAVANOIDS-VIT C,,,,,9599031506,,10 digit,,,,"1,960"
ECHINACEA-GOLDENSEAL,,,,,9599021500,,10 digit,,,,"1,961"
NAME,,,,,CODE,,Digit Match Level,,,,Count
ECHINACEA-VITAMIN C,,,,,9599021560,,10 digit,,,,"1,962"
ECHINACEA-ZINC-VITAMIN C,,,,,9599031550,,10 digit,,,,"1,963"
ECHOTHIOPHATE IODIDE,,,,,8650202010,,10 digit,,,,"1,964"
ECONAZOLE NITRATE,,,,,9015403510,,10 digit,,,,"1,965"
ECONAZOLE NITRATE,,,,,9650465010,,10 digit,,,,"1,966"
ECULIZUMAB,,,,,8580005000,,10 digit,,,,"1,967"
EDETATE CALCIUM DISODIUM,,,,,9300004000,,10 digit,,,,"1,968"
EDETATE DISODIUM,,,,,9630105320,,10 digit,,,,"1,969"
EDETATE DISODIUM,,,,,9920001000,,10 digit,,,,"1,970"
EDETATE MAGNESIUM DISODIUM,,,,,9630105350,,10 digit,,,,"1,971"
EDETATE SODIUM,,,,,9630105365,,10 digit,,,,"1,972"
EDETATE TRISODIUM,,,,,9630105370,,10 digit,,,,"1,973"
EDETIC ACID,,,,,9630105300,,10 digit,,,,"1,974"
EDROPHONIUM CHLORIDE,,,,,9650485445,,10 digit,,,,"1,975"
EDROPHONIUM CHLORIDE,,,,,7600002010,,10 digit,,,,"1,976"
EDROPHONIUM CL-ATROPINE,,,,,7699000240,,10 digit,,,,"1,977"
EFALIZUMAB,,,,,9025052700,,10 digit,,,,"1,978"
EFAVIRENZ,,,,,1210903000,,10 digit,,,,"1,979"
EFAVIRENZ-EMTRICITAB-TENOFOVIR,,,,,1210990330,,10 digit,,,,"1,980"
EFFERVESCENT BASE,,,,,9835001700,,10 digit,,,,"1,981"
EFLORNITHINE HCL,,,,,9074503010,,10 digit,,,,"1,982"
ELASTIC BANDAGES & SUPPORTS,,,,,9735000000,,10 digit,,,,"1,983"
ELDERBERRY-MALTODEXTRIN,,,,,9650644880,,10 digit,,,,"1,984"
ELECTROLYTE-148,,,,,7999200150,,10 digit,,,,"1,985"
ELECTROLYTE-148 IN DEXTROSE,,,,,7999300250,,10 digit,,,,"1,986"
ELECTROLYTE-48 IN DEXTROSE,,,,,7999300235,,10 digit,,,,"1,987"
ELECTROLYTE-56,,,,,7999200140,,10 digit,,,,"1,988"
ELECTROLYTE-56 IN DEXTROSE,,,,,7999300240,,10 digit,,,,"1,989"
ELECTROLYTE-A,,,,,7999200160,,10 digit,,,,"1,990"
ELECTROLYTE-B IN DEXTROSE,,,,,7999300262,,10 digit,,,,"1,991"
ELECTROLYTE-H IN DEXTROSE,,,,,7999300268,,10 digit,,,,"1,992"
NAME,,,,,CODE,,Digit Match Level,,,,Count
,,,,,,,,,,,
ELECTROLYTE-M IN DEXTROSE,,,,,7999300275,,10 digit,,,,"1,993"
ELECTROLYTE-MB IN DEXTROSE,,,,,7999300278,,10 digit,,,,"1,994"
ELECTROLYTE-P IN DEXTROSE,,,,,7999300283,,10 digit,,,,"1,995"
ELECTROLYTE-R,,,,,7999200175,,10 digit,,,,"1,996"
ELECTROLYTE-R (PH 7.4),,,,,7999200177,,10 digit,,,,"1,997"
ELECTROLYTE-R IN DEXTROSE,,,,,7999300287,,10 digit,,,,"1,998"
ELECTROLYTE-S,,,,,7999200185,,10 digit,,,,"1,999"
ELECTROLYTE-S (PH 7.4),,,,,7999200187,,10 digit,,,,"2,000"
ELECTROLYTE-S IN DEXTROSE,,,,,7999300290,,10 digit,,,,"2,001"
ELECTROLYTE-T IN DEXTROSE,,,,,7999300293,,10 digit,,,,"2,002"
ELECTRONIC THERMOMETER,,,,,9770101040,,10 digit,,,,"2,003"
ELETRIPTAN HYDROBROMIDE,,,,,6740602510,,10 digit,,,,"2,004"
ELLAGIC ACID,,,,,9650646442,,10 digit,,,,"2,005"
ELM BARK (ULMUS FULVA),,,,,9630002000,,10 digit,,,,"2,006"
ELTROMBOPAG OLAMINE,,,,,8240503010,,10 digit,,,,"2,007"
EMEDASTINE DIFUMARATE,,,,,8680202510,,10 digit,,,,"2,008"
EMOLLIENT,,,,,9065000000,,10 digit,,,,"2,009"
EMOLLIENT CREAM & WOUND GEL,,,,,9065009010,,10 digit,,,,"2,010"
EMOLLIENT FOAM & WOUND GEL,,,,,9065000600,,10 digit,,,,"2,011"
EMTRICITAB-RILPIVIR-TENOFOVIR,,,,,1210990340,,10 digit,,,,"2,012"
EMTRICITABINE,,,,,1210603000,,10 digit,,,,"2,013"
EMTRICITABINE-TENOFOVIR,,,,,1210990230,,10 digit,,,,"2,014"
EMU OIL,,,,,9650666300,,10 digit,,,,"2,015"
EMULSIFYING BASE,,,,,9835001800,,10 digit,,,,"2,016"
EMULSIFYING OINTMENT,,,,,9860001600,,10 digit,,,,"2,017"
EMULSIFYING WAX,,,,,9835101700,,10 digit,,,,"2,018"
ENALAPRIL MALEATE,,,,,9650680336,,10 digit,,,,"2,019"
ENALAPRIL MALEATE,,,,,3610002010,,10 digit,,,,"2,020"
ENALAPRIL MALEATE-FELODIPINE,,,,,3699150230,,10 digit,,,,"2,021"
NAME,,,,,CODE,,Digit Match Level,,,,Count
ENALAPRIL-HYDROCHLOROTHIAZIDE,,,,,3699180235,,10 digit,,,,"2,022"
ENALAPRILAT,,,,,3610002510,,10 digit,,,,"2,023"
ENFLURANE,,,,,7020001000,,10 digit,,,,"2,024"
ENFUVIRTIDE,,,,,1210253000,,10 digit,,,,"2,025"
ENOXAPARIN SODIUM,,,,,8310102010,,10 digit,,,,"2,026"
ENROFLOXACIN,,,,,9650685445,,10 digit,,,,"2,027"
ENTACAPONE,,,,,7315303000,,10 digit,,,,"2,028"
ENTECAVIR,,,,,1235203000,,10 digit,,,,"2,029"
ENTERAL NUTRITION SUPPLIES,,,,,9725000000,,10 digit,,,,"2,030"
ENTEROCOCCUS FAECIUM,,,,,9650686030,,10 digit,,,,"2,031"
EPHED-ASA-CAFF-ACETANILIDE,,,,,4399100405,,10 digit,,,,"2,032"
EPHEDRA SINICA,,,,,9650722403,,10 digit,,,,"2,033"
EPHEDRINE HCL,,,,,4420201005,,10 digit,,,,"2,034"
EPHEDRINE SULFATE,,,,,4420201010,,10 digit,,,,"2,035"
EPHEDRINE SULFATE (PRESSORS),,,,,3800003010,,10 digit,,,,"2,036"
EPHEDRINE-GUAIFENESIN,,,,,4399620205,,10 digit,,,,"2,037"
EPIANDROSTERONE,,,,,9650722503,,10 digit,,,,"2,038"
EPIDURAL NEEDLE (DISP),,,,,9705101417,,10 digit,,,,"2,039"
EPIDURAL NEEDLE (DISP),,,,,9705101418,,10 digit,,,,"2,040"
EPIDURAL NEEDLE (DISP),,,,,9705101420,,10 digit,,,,"2,041"
EPIDURAL NEEDLE (REUSABLE),,,,,9705101314,,10 digit,,,,"2,042"
EPIDURAL NEEDLE (REUSABLE),,,,,9705101316,,10 digit,,,,"2,043"
EPIDURAL NEEDLE (REUSABLE),,,,,9705101317,,10 digit,,,,"2,044"
EPIDURAL NEEDLE (REUSABLE),,,,,9705101318,,10 digit,,,,"2,045"
EPIDURAL NEEDLE (REUSABLE),,,,,9705101320,,10 digit,,,,"2,046"
EPINASTINE HCL,,,,,8680202810,,10 digit,,,,"2,047"
EPINEPHRINE,,,,,9630105500,,10 digit,,,,"2,048"
EPINEPHRINE,,,,,3890004000,,10 digit,,,,"2,049"
EPINEPHRINE BASE,,,,,4420202000,,10 digit,,,,"2,050"
EPINEPHRINE BITARTRATE,,,,,9650722706,,10 digit,,,,"2,051"
EPINEPHRINE HCL,,,,,4420202020,,10 digit,,,,"2,052"
EPINEPHRINE HCL (NASAL),,,,,4210202010,,10 digit,,,,"2,053"
EPIRUBICIN HCL,,,,,2120004210,,10 digit,,,,"2,054"
EPITESTOSTERONE,,,,9650722760,,10 digit,,,,"2,055",
EPLERENONE,,,,3625003000,,10 digit,,,,"2,056",
EPOETIN ALFA,,,,8240102000,,10 digit,,,,"2,057",
EPOPROSTENOL SODIUM,,,,4017004010,,10 digit,,,,"2,058",
EPROSARTAN MESYLATE,,,,3615002420,,10 digit,,,,"2,059",
EPROSARTAN MESYLATE-HCTZ,,,,3699400225,,10 digit,,,,"2,060",
EPTIFIBATIDE,,,,8515303000,,10 digit,,,,"2,061",
ERGOCALCIFEROL,,,,7720203000,,10 digit,,,,"2,062",
ERGOLOID MESYLATES,,,,6200001000,,10 digit,,,,"2,063",
ERGOLOID MESYLATES,,,,9650762140,,10 digit,,,,"2,064",
ERGONOVINE MALEATE,,,,2900001010,,10 digit,,,,"2,065",
ERGOTAMINE TARTRATE,,,,6700002010,,10 digit,,,,"2,066",
ERGOTAMINE-CAFFEINE,,,,6799100210,,10 digit,,,,"2,067",
ERIBULIN MESYLATE,,,,2150000920,,10 digit,,,,"2,068",
ERIODICTYON,,,,9650762745,,10 digit,,,,"2,069",
ERLOTINIB,,,,2153402500,,10 digit,,,,"2,070",
ERTAPENEM SODIUM,,,,1615003010,,10 digit,,,,"2,071",
ERYTHORBIC ACID,,,,9650767560,,10 digit,,,,"2,072",
ERYTHROMYCIN,,,,9005102000,,10 digit,,,,"2,073",
ERYTHROMYCIN,,,,8610102500,,10 digit,,,,"2,074",
ERYTHROMYCIN BASE,,,,310000500,,10 digit,,,,"2,075",
ERYTHROMYCIN BASE COATED,,,,310000600,,10 digit,,,,"2,076",
ERYTHROMYCIN ESTOLATE,,,,9650767660,,10 digit,,,,"2,077",
ERYTHROMYCIN ETHYLSUCCINATE,,,,310003030,,10 digit,,,,"2,078",
ERYTHROMYCIN LACTOBIONATE,,,,310005050,,10 digit,,,,"2,079",
ERYTHROMYCIN STEARATE,,,,310001010,,10 digit,,,,"2,080",
ERYTHROMYCIN-SULFISOXAZOLE,,,,1699000210,,10 digit,,,,"2,081",
ESCITALOPRAM OXALATE,,,,5816003410,,10 digit,,,,"2,082",
ESMOLOL HCL,,,,3320002510,,10 digit,,,,"2,083",
ESMOLOL HCL-SODIUM CHLORIDE,,,,3320002511,,10 digit,,,,"2,084",
ESOMEPRAZOLE MAGNESIUM,,,,4927002510,,10 digit,,,,"2,085",
ESOMEPRAZOLE SODIUM,,,,4927002520,,10 digit,,,,"2,086",
EST ESTROGENS-METHYLTEST,,,,2499100230,,10 digit,,,,"2,087",
ESTAZOLAM,,,,6020100500,,10 digit,,,,"2,088",
ESTERIFIED ESTROGENS,,,,2400003000,,10 digit,,,,"2,089",
ESTRADIOL,,,,2400003500,,10 digit,,,,"2,090",
ESTRADIOL,,,,5535002000,,10 digit,,,,"2,091",
ESTRADIOL ACETATE,,,,5535002010,,10 digit,,,,"2,092",
ESTRADIOL ACETATE,,,,2400003504,,10 digit,,,,"2,093",
ESTRADIOL BENZOATE,,,,9650786006,,10 digit,,,,"2,094",
ESTRADIOL CYPIONATE,,,,9650786009,,10 digit,,,,"2,095",
ESTRADIOL CYPIONATE,,,,2400003510,,10 digit,,,,"2,096",
ESTRADIOL MICRONIZED,,,,2400003503,,10 digit,,,,"2,097",
ESTRADIOL VALERATE,,,,2400003520,,10 digit,,,,"2,098",
ESTRADIOL VALERATE,,,,9650786024,,10 digit,,,,"2,099",
ESTRADIOL VALERATE-DIENOGEST,,,,2599240240,,10 digit,,,,"2,100",
ESTRADIOL-LEVONORGESTREL,,,,2499300258,,10 digit,,,,"2,101",
ESTRADIOL-NORETHINDRONE ACET,,,,2499300212,,10 digit,,,,"2,102",
ESTRADIOL-NORGESTIMATE,,,,2499300265,,10 digit,,,,"2,103",
ESTRAMUSTINE PHOSPHATE SODIUM,,,,2140302010,,10 digit,,,,"2,104",
ESTRIOL MICRONIZED,,,,2400006505,,10 digit,,,,"2,105",
ESTROGENS CONJ SYNTHETIC A,,,,2400001600,,10 digit,,,,"2,106",
ESTROGENS CONJ SYNTHETIC B,,,,2400001700,,10 digit,,,,"2,107",
ESTROGENS CONJUGATED,,,,2400001500,,10 digit,,,,"2,108",
"ESTROGENS, CONJUGATED",,,,5535002500,,10 digit,,,,"2,109",
ESTRONE,,,,2400005000,,10 digit,,,,"2,110",
ESTROPIPATE,,,,2400005500,,10 digit,,,,"2,111",
ESTROPIPATE,,,,9650786254,,10 digit,,,,"2,112",
ESZOPICLONE,,,,6020403500,,10 digit,,,,"2,113",
ETANERCEPT,,,,6629003000,,10 digit,,,,"2,114",
ETHACRYNATE SODIUM,,,,3720002010,,10 digit,,,,"2,115",
NAME,,,,,CODE,,Digit Match Level,,,,Count
ETHACRYNIC ACID,,,,,3720002000,,10 digit,,,,"2,116"
ETHACRYNIC ACID,,,,,9650800700,,10 digit,,,,"2,117"
ETHAMBUTOL HCL,,,,,900004010,,10 digit,,,,"2,118"
ETHANOLAMINE OLEATE,,,,,9965001500,,10 digit,,,,"2,119"
ETHER,,,,,9620104500,,10 digit,,,,"2,120"
ETHINYL ESTRADIOL,,,,,2400006000,,10 digit,,,,"2,121"
ETHIODIZED OIL,,,,,9440202500,,10 digit,,,,"2,122"
ETHIONAMIDE,,,,,900005000,,10 digit,,,,"2,123"
ETHOPROPAZINE HCL,,,,,9650800845,,10 digit,,,,"2,124"
ETHOSUXIMIDE,,,,,9650800950,,10 digit,,,,"2,125"
ETHOSUXIMIDE,,,,,7240001000,,10 digit,,,,"2,126"
ETHOTOIN,,,,,7220001000,,10 digit,,,,"2,127"
ETHOXYBENZOIC ACID,,,,,9650801010,,10 digit,,,,"2,128"
ETHYL ACETATE,,,,,9835002000,,10 digit,,,,"2,129"
ETHYL ALC-ISOPRPALC-MTHALC-MIK,,,,,9620990430,,10 digit,,,,"2,130"
ETHYL ALCOHOL,,,,,9840300500,,10 digit,,,,"2,131"
ETHYL ALCOHOL (SKIN CLEANSER),,,,,9097150130,,10 digit,,,,"2,132"
ETHYL BROMOPYRUVATE,,,,,9650801410,,10 digit,,,,"2,133"
ETHYL CHLORIDE,,,,,9085100500,,10 digit,,,,"2,134"
ETHYL MALTOL,,,,,9650801440,,10 digit,,,,"2,135"
ETHYL OLEATE,,,,,9650801455,,10 digit,,,,"2,136"
ETHYL VANILLIN,,,,,9650801500,,10 digit,,,,"2,137"
ETHYLCELLULOSE,,,,,9650801420,,10 digit,,,,"2,138"
ETHYLENE DICHLORIDE,,,,,9650802510,,10 digit,,,,"2,139"
ETHYLENE GLYCOL,,,,,9650802800,,10 digit,,,,"2,140"
ETHYLENEDIAMINE,,,,,9650803000,,10 digit,,,,"2,141"
ETHYNODIOL DIAC-ETH ESTRADIOL,,,,,2599000220,,10 digit,,,,"2,142"
ETIDRONATE DISODIUM,,,,,3004204010,,10 digit,,,,"2,143"
ETILEFRINE HCL,,,,,9650803420,,10 digit,,,,"2,144"
ETODOLAC,,,,,9650804500,,10 digit,,,,"2,145"
ETODOLAC,,,,,6610000800,,10 digit,,,,"2,146"
ETOMIDATE,,,,7040001000,,10 digit,,,,"2,147",
ETOMIDATE,,,,9650804540,,10 digit,,,,"2,148",
ETONOGESTREL,,,,2530000500,,10 digit,,,,"2,149",
ETONOGESTREL-ETHINYL ESTRADIOL,,,,2597000230,,10 digit,,,,"2,150",
ETOPOSIDE,,,,2150001000,,10 digit,,,,"2,151",
ETOPOSIDE,,,,9650804548,,10 digit,,,,"2,152",
ETOPOSIDE PHOSPHATE,,,,2150001060,,10 digit,,,,"2,153",
ETRAVIRINE,,,,1210903500,,10 digit,,,,"2,154",
EUCALYPT-MEN-THYMOL-SOD BORATE,,,,9098990440,,10 digit,,,,"2,155",
EUCALYPTOL,,,,9650850900,,10 digit,,,,"2,156",
EUCALYPTUS,,,,9515631000,,10 digit,,,,"2,157",
EUCALYPTUS OIL,,,,9620254800,,10 digit,,,,"2,158",
EUCALYPTUS OIL,,,,9080003000,,10 digit,,,,"2,159",
EUDRAGIT S-100,,,,9650851260,,10 digit,,,,"2,160",
EUGENOL,,,,9620255200,,10 digit,,,,"2,161",
EUROPEAN MISTLETOE,,,,9515635439,,10 digit,,,,"2,162",
EVANS BLUE,,,,9830003200,,10 digit,,,,"2,163",
EVENING PRIMROSE,,,,9650841542,,10 digit,,,,"2,164",
EVENING PRIMROSE OIL,,,,8050003500,,10 digit,,,,"2,165",
EVENING PRIMROSE OIL-CRANBERRY,,,,9599021600,,10 digit,,,,"2,166",
EVENING PRIMROSE OIL-VIT E,,,,8050990224,,10 digit,,,,"2,167",
EVEROLIMUS,,,,2153253000,,10 digit,,,,"2,168",
EVEROLIMUS,,,,9940403500,,10 digit,,,,"2,169",
EXCIPIENT FILLER,,,,9835002200,,10 digit,,,,"2,170",
EXEMESTANE,,,,2140283500,,10 digit,,,,"2,171",
EXENATIDE,,,,2717002000,,10 digit,,,,"2,172",
EYE GLASS CARE PRODUCTS,,,,9760200000,,10 digit,,,,"2,173",
EYE PATCHES,,,,9760300000,,10 digit,,,,"2,174",
EYE PRESSURE MONITOR,,,,9760503000,,10 digit,,,,"2,175",
EYELID CLEANSERS,,,,9097801000,,10 digit,,,,"2,176",
EZETIMIBE,,,,3930003000,,10 digit,,,,"2,177",
EZETIMIBE-SIMVASTATIN,,,,3999400230,,10 digit,,,,"2,178",
EZOGABINE,,,,7260002600,,10 digit,,,,"2,179",
FA-B6-B12-D-OMEGA 3-PHYTOSTER,,,,8299150650,,10 digit,,,,"2,180",
FA-B6-B12-OMEGA 3-BIOTIN-CR,,,,8299150640,,10 digit,,,,"2,181",
FA-B6-B12-OMEGA 3-PHYTOSTEROLS,,,,8299150540,,10 digit,,,,"2,182",
FA-CYANOCOBALAMIN-B6-D-CA,,,,8299150523,,10 digit,,,,"2,183",
FA-CYANOCOBALAMIN-B6-D-CA-ALOE,,,,8299150625,,10 digit,,,,"2,184",
FA-HYDROXOCOB-POLICOS-B6-D-CA,,,,8125990640,,10 digit,,,,"2,185",
FA-HYDROXOCOBALAMIN-B6-E-MAG,,,,8299150530,,10 digit,,,,"2,186",
FA-PYRIDOXINE-CYANCOBALAMIN,,,,8125990325,,10 digit,,,,"2,187",
FACTOR IX COMPLEX,,,,8510003000,,10 digit,,,,"2,188",
FACTOR XIII CONCENTRATE HUMAN,,,,8510003300,,10 digit,,,,"2,189",
FAMCICLOVIR,,,,1240804000,,10 digit,,,,"2,190",
FAMOTIDINE,,,,4920003000,,10 digit,,,,"2,191",
FAMOTIDINE,,,,9652423944,,10 digit,,,,"2,192",
FAMOTIDINE IN NACL,,,,4920003011,,10 digit,,,,"2,193",
FAMOTIDINE-CA CARB-MAG HYDROX,,,,4999350330,,10 digit,,,,"2,194",
FAT EMULSION,,,,8020001000,,10 digit,,,,"2,195",
FATTY ACID BASE,,,,9835002400,,10 digit,,,,"2,196",
FD&C BLUE #2 (INDIGOTINE),,,,9830006905,,10 digit,,,,"2,197",
FD&C RED #40 ALUMINUM LAKE,,,,9830006050,,10 digit,,,,"2,198",
FD&C YELLOW #10,,,,9830007060,,10 digit,,,,"2,199",
FD&C YELLOW #5 ALUMINUM LAKE,,,,9830007050,,10 digit,,,,"2,200",
FD&C YELLOW #6 ALUMINUM LAKE,,,,9830006550,,10 digit,,,,"2,201",
FE ASP GLY-SUCC-C-THRE-B12-FA,,,,8299200620,,10 digit,,,,"2,202",
FE BISGLY-FE FUM-C-B12-E-FA,,,,8299200626,,10 digit,,,,"2,203",
FE BISGLY-FE POLYSAC-C-B12-FA,,,,8299200545,,10 digit,,,,"2,204",
FE BISGLY-SUCC-C-THRE-B12-FA,,,,8299200622,,10 digit,,,,"2,205",
FE BISGLY-VIT C-VIT B12-FA,,,,8299200432,,10 digit,,,,"2,206",
NAME,,,,,CODE,,Digit Match Level,,,,Count
FE BISGLYCINATE-FE POLYSAC,,,,,8299200212,,10 digit,,,,"2,207"
FE CBN-FE GLUC-FA-B12-C-DSS,,,,,8299500635,,10 digit,,,,"2,208"
FE FUM-DSS-C-E-B12-IF-FA,,,,,8299200730,,10 digit,,,,"2,209"
FE FUM-FA-B CMP-C-ZN-MG-MN-CU,,,,,8299200870,,10 digit,,,,"2,210"
FE FUM-FEPOLY-FA-VIT C-VIT B3,,,,,8299400560,,10 digit,,,,"2,211"
FE FUM-FEPOLY-VIT C-VIT B3,,,,,8299200440,,10 digit,,,,"2,212"
FE FUM-VIT C-VIT B12-FA,,,,,8299200434,,10 digit,,,,"2,213"
FE FUMARATE-B12-VIT C-FA-IFC,,,,,8299200525,,10 digit,,,,"2,214"
